FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER,AGE_SUM,TURNOUT_RATE,FOR_RATE
4264,7908,12172,0,1,47859,15102.0,25817,797.2,60.03386854,0.7687003760000001,0.20511909700000003,0.026180527000000002,0.500940242,0.499059758,71,13953.0,0.33,20.4,8.1,13687,3957,13870,9620,6726,2,0.231299624,16346,27740,47860,0.2543304289684281,0.3503121919158725
1999,4225,6224,0,1,24879,16888.0,20515,637.3,39.03812961,0.8894768281105231,0.09336860990663139,0.01715456198284544,0.5231852,0.4768148,36,7277.0,0.3,25.0,7.8,2991,904,3125,2836,1861,2,0.110523172,4697,6250,11717,0.2501708268017203,0.32117609254498714
1211,2737,3948,0,1,11719,12275.0,17098,704.1,16.64394262,0.683811834,0.263502728,0.052685438,0.518904156,0.481095844,30,3927.0,0.37,25.8,7.8,195952,67030,235739,127401,75514,2,0.316188166,202915,471478,701636,0.3368888130386552,0.3067375886524823
62850,121925,184775,0,1,701375,21118.0,32128,773.9,906.2863419,0.728273492,0.217005165,0.054721343,0.48203912,0.51796088,486,221816.0,0.33,15.4,4.9,72533,28126,81205,54031,35352,1,0.271726508,89383,162410,271247,0.26344680092675105,0.34014341767013934
25996,50214,76210,0,1,272085,17492.0,27848,663.6,410.0135624,0.847545834,0.090584879,0.061869287,0.483076311,0.516923689,230,90175.0,0.34,20.3,4.7,7347,1984,8188,9139,11196,1,0.152454166,20335,16376,37854,0.2800962934377125,0.3411100905392993
5629,8978,14607,0,1,37853,16785.0,28184,485.0,78.04742268,0.8303697711696301,0.14639321085360676,0.02323701797676298,0.481164474,0.518835526,21,4452.0,0.16,10.9,4.5,2404,710,2617,2422,1745,1,0.169630229,4167,5234,9898,0.38588751221831824,0.3853631820360101
1289,2590,3879,0,1,9899,15300.0,19853,534.0,18.53745318,0.36868368863131634,0.6044304533955696,0.026885857973114144,0.501616488,0.498383512,21,2406.0,0.27,21.1,3.3,13373,4097,12485,7766,5164,2,0.6313163119999999,12930,24970,42885,0.3918577634104455,0.33230213972673367
3706,6363,10069,0,1,42882,13938.0,20710,516.2,83.07245254,0.877641731,0.097031198,0.025327071,0.47403521,0.52596479,56,13478.0,0.33,29.2,5.5,3149,1532,3151,2498,1594,1,0.12235826899999999,4092,6302,11924,0.23480714518912363,0.36806038335485153
1146,2439,3585,0,1,11922,12685.0,23208,348.9,34.17024936,0.718502899,0.129151292,0.152345809,0.537990607,0.462009393,19,3329.0,0.34,17.8,4.7,1927,490,1787,1813,1571,2,0.281497101,3384,3574,7588,0.30070457976849524,0.3196652719665272
1168,1391,2559,0,1,7580,13211.0,22369,773.5,9.799612153,0.741224364,0.243413473,0.015362163,0.506589352,0.493410648,9,1329.0,0.18,17.8,10.6,3124,1290,3848,2774,1983,2,0.258775636,4757,7696,13019,0.337598944591029,0.45642829230168036
1257,4092,5349,0,1,13024,14623.0,24336,565.1,23.04724827,0.5529033940000001,0.41428695400000004,0.03280965200000001,0.53813657,0.46186343,30,4580.0,0.4,19.3,6.1,3492,1195,3523,2004,1307,2,0.447096606,3311,7046,11521,0.41070331695331697,0.23499719573752104
933,1572,2505,0,1,11522,11685.0,20859,514.9,22.37716061,0.662042697,0.071475595,0.266481708,0.529901918,0.470098082,32,4210.0,0.39,24.3,10.2,6301,2155,5787,3772,3251,2,0.337957303,7023,11574,21266,0.21741017184516576,0.3724550898203593
1404,3733,5137,0,1,21250,15099.0,21182,637.4,33.33856291,0.5529382770000001,0.17971198200000002,0.26734974100000003,0.530189034,0.469810966,47,8905.0,0.46,27.0,14.4,9354,2662,7835,5185,3365,2,0.44706172299999997,8550,15670,28401,0.24174117647058824,0.2733112711699435
2251,3333,5584,0,1,28388,16977.0,25113,1152.7,24.62739655,0.915954367,0.042061358,0.041984275,0.509207422,0.490792578,35,5705.0,0.22,22.9,16.6,22535,5953,23909,26734,37627,2,0.08404563300000001,64361,47818,116758,0.19670283218261236,0.4031160458452722
20241,29592,49833,0,1,117171,17061.0,23201,478.3,244.9738658,0.8255326671744673,0.10785327489214672,0.06661405793338594,0.481140479,0.518859521,77,16814.0,0.17,13.9,6.9,14318,3646,14121,15181,26232,1,0.174467333,41413,28242,73498,0.4253014824487288,0.406176629944013
8642,17896,26538,0,1,73444,17840.0,21592,1028.5,71.40884784,0.6937516336937517,0.14286058114286057,0.1633877851633878,0.476230646,0.523769354,78,19821.0,0.29,16.9,9.8,224457,83290,286230,166354,112121,2,0.306248366,278475,572460,872452,0.361336528511519,0.3256462431230688
1221,3647,4868,0,1,16925,12855.0,20017,482.5,35.07772021,0.866835544,0.09175093,0.041413526,0.513555017,0.486444983,71,7851.0,0.5,24.6,6.3,19137,5676,22421,19806,28098,2,0.133164456,47904,44842,95138,0.2876218611521418,0.2508216926869351
11749,24775,36524,0,1,95089,28939.660000000036,29580,503.2,188.968601,0.6759223350000001,0.28444637100000003,0.039631294000000004,0.483728899,0.516271101,72,19684.0,0.22,11.5,11.1,11354,4498,12978,8766,6233,2,0.32407766499999996,14999,25956,43829,0.3841033137376563,0.3216788960683386
3766,8367,12133,0,1,43680,14362.0,22602,915.8,47.69600349,0.516231447,0.46059211,0.023176443,0.51529809,0.48470191,112,18747.0,0.45,20.9,6.5,3596,1133,3726,2329,1815,2,0.483768553,4144,7452,12599,0.27777014652014653,0.3103931426687546
1703,2378,4081,0,1,12754,14784.0,22948,597.8,21.33489461,0.8051724131948275,0.14534482785465516,0.049482758950517236,0.50488134,0.49511866,27,4602.0,0.41,22.9,5.0,1536,561,1921,1131,651,2,0.19482758700000002,1782,3842,5800,0.3199780461031833,0.41729968145062485
552,1445,1997,0,1,5801,13336.0,23159,542.8,10.6871776,0.859881844,0.103048608,0.037069548,0.569827586,0.430172414,18,2592.0,0.46,22.8,4.4,36602,10281,39693,37808,48777,2,0.140118156,86585,79386,173161,0.34425099120841235,0.27641462193289934
17929,40870,58799,0,1,173154,18691.0,24883,953.1,181.6745357,0.8671672648671672,0.0733601880733602,0.059472547059472546,0.480454606,0.519545394,159,42178.0,0.28,14.1,6.3,76320,23825,93851,78430,94735,1,0.132832735,173165,187702,367161,0.33957633089619643,0.30492015170326026
54849,78601,133450,0,1,367062,22385.0,29339,803.6,456.7720259,0.691278489,0.262025979,0.046695532,0.48433206,0.51566794,212,63495.0,0.19,12.3,4.9,50761,38937,69247,33299,17926,2,0.308721511,51225,138494,210170,0.363562558913753,0.411007868115399
22225,51798,74023,0,1,211643,19798.0,32000,666.8,317.4010198,0.8335414491664584,0.13381893886618104,0.032639611967360385,0.482143027,0.517856973,130,54852.0,0.28,14.9,3.5,7310,1959,7282,6462,5817,1,0.166458551,12279,14564,28830,0.3497540669901674,0.30024451859557166
2879,5675,8554,0,1,28829,14070.0,20624,1118.4,25.77700286,0.7703135,0.195617402,0.034069098,0.478286507,0.521713493,51,8487.0,0.33,19.2,5.9,1570,656,2205,1153,668,2,0.2296865,1821,4410,6252,0.29671511325401506,0.3365676876315174
530,1261,1791,0,1,6253,12648.0,23946,835.9,7.480559876,0.541826643,0.439965096,0.018208261,0.581893794,0.418106206,18,1876.0,0.34,19.8,3.6,4991,1695,4939,3231,2334,2,0.458173357,5565,9878,17190,0.28642251719174794,0.29592406476828587
1568,3059,4627,0,1,17170,12657.0,20608,692.0,24.81213873,0.8536545400000001,0.08619888000000002,0.060146580000000005,0.515066899,0.484933101,47,7767.0,0.47,23.8,5.3,46999,14846,56992,44996,61982,2,0.14634546,106978,113984,225815,0.2694816540477577,0.3388804841149773
25242,56446,81688,0,1,225714,23246.0,27633,741.2,304.5250944,0.8198367830000001,0.13727090400000003,0.04289231300000001,0.474955162,0.525044838,137,42238.0,0.2,12.9,4.6,50452,14534,54234,46538,53582,1,0.180163217,100120,108468,219340,0.3619093188725555,0.30900499461365194
24017,46341,70358,0,1,219350,17305.0,23266,1579.0,138.9170361,0.8731940448731941,0.06538734206538735,0.06141861306141862,0.481891128,0.518108872,181,49354.0,0.25,18.4,7.1,20126,6598,27338,23132,31405,1,0.126805955,54537,54676,108599,0.3207567813995897,0.3413542170044629
8724,13971,22695,0,1,81602,24866.0,30752,997.3,81.82292189,0.78903512,0.058610886,0.152353994,0.522412568,0.477587432,60,7893.0,0.1,11.5,3.1,15072,5432,27474,19538,14090,2,0.21096488,33628,54948,81606,0.2781181833778584,0.3844018506278916
4738,10296,15034,0,1,49476,20420.0,33582,651.6,75.93001842,0.867155763,0.113118697,0.01972554,0.49471493,0.50528507,55,15561.0,0.35,11.9,5.2,13974,3898,15242,10662,5703,1,0.132844237,16365,30484,49479,0.3038644999595764,0.31515232140481575
16004,32158,48162,0,1,160705,18991.0,31589,935.8,171.7300705,0.829806825,0.097800728,0.072392447,0.502945843,0.497054157,150,43532.0,0.3,11.2,5.2,44146,15171,52876,31935,16607,1,0.170193175,48542,105752,160735,0.2996919822034162,0.33229517046634277
3249,3666,6915,0,1,30483,15239.0,21734,774.3,39.36846184,0.783882183,0.070814747,0.14530307,0.513907111,0.486092889,30,6463.0,0.22,21.8,11.3,8810,2476,7968,6084,5150,2,0.216117817,11234,15936,30488,0.22684775120559,0.4698481561822126
52485,121079,173564,0,1,739411,20713.0,31812,907.6,814.6881886,0.6991528623008471,0.16732849283267148,0.13351864486648132,0.495542805,0.504457195,386,166904.0,0.25,14.7,5.7,188946,85274,253283,131946,80927,1,0.30084713799999996,212873,506566,740376,0.23473278055100613,0.3023956580857782
13549,19725,33274,0,1,126286,15927.0,27928,1322.0,95.52647504,0.78098042,0.062340725,0.156678855,0.489845988,0.510154012,63,16320.0,0.15,14.0,5.8,34036,11275,38920,24626,17497,1,0.21901958,42123,77840,126354,0.2634813043409404,0.4071948067560257
44706,64962,109668,0,1,298599,17600.0,22113,745.0,400.8040268,0.927246728,0.022447189,0.050306083,0.47681272,0.52318728,161,38225.0,0.14,14.6,6.3,59350,17932,68645,63281,89404,1,0.07275327200000001,152685,137290,298612,0.3672751750675655,0.4076485392274866
34018,86930,120948,0,1,428665,17949.0,26244,1874.9,228.6335271,0.7982225460000001,0.14617604800000003,0.055601406000000006,0.485699232,0.514300768,383,126107.0,0.31,17.9,8.5,109286,34392,114518,86906,83826,1,0.201777454,170732,229036,428928,0.282150397163286,0.28126136852200945
26749,12838,39587,1,1,68524,14251.0,21751,722.2,94.88230407,0.764629503,0.199363903,0.036006594,0.488642166,0.511357834,85,19881.0,0.31,24.3,6.9,18355,4814,17531,14876,12967,2,0.235370497,27843,35062,68543,0.5777099994162629,0.6757016192184303
11323,22994,34317,0,1,98321,26310.0,33007,609.0,161.4466338,0.867787508,0.096339466,0.035873026,0.485816577,0.514183423,59,15057.0,0.18,11.8,5.1,23142,7540,29408,21028,17201,1,0.13221249200000001,38229,58816,98319,0.3490302173492947,0.3299530844770813
26378,28159,54537,0,1,168494,16977.0,26455,572.5,294.3126638,0.769146906230853,0.1789730648210269,0.051880028948119966,0.490241388,0.509758612,80,25011.0,0.17,15.9,14.3,40978,11393,45192,33472,37739,1,0.23085309399999998,71211,90384,168774,0.3236732465250988,0.48367163577021105
11372,20682,32054,0,1,98978,17481.0,31995,1015.8,97.43847214,0.915084181,0.043454196,0.041461623,0.497458966,0.502541034,110,24813.0,0.3,12.6,4.3,28359,7864,31929,20995,10222,1,0.084915819,31217,63858,99369,0.3238497443876417,0.35477631496849066
34100,92667,126767,0,1,291831,28939.660000000036,30710,571.8,510.3725079,0.919120721,0.048079361,0.032799918,0.469451393,0.530548607,175,53943.0,0.19,9.9,4.2,48806,15897,68228,63386,95513,1,0.080879279,158899,136456,291830,0.4343849693829648,0.26899745201826974
26749,62079,88828,0,1,323765,22130.0,37574,308.2,1050.50292,0.809912839,0.092737192,0.097349969,0.488630153,0.511369847,144,48657.0,0.17,9.9,5.2,86684,27377,111108,63496,35218,1,0.190087161,98714,222216,323883,0.2743594891356385,0.3011325257801594
3739,6896,10635,0,1,33331,14906.0,20055,545.7,61.07934763,0.791466635,0.173577772,0.034955593,0.502880461,0.497119539,50,9886.0,0.31,21.7,6.8,7927,2498,7937,7372,7594,2,0.208533365,14966,15874,33328,0.31907233506345445,0.35157498824635636
2496,6284,8780,0,1,29451,15762.0,21782,687.7,42.8253599,0.816061120183939,0.16027164683972836,0.023667232976332768,0.482988115,0.517011885,77,13460.0,0.5,19.3,7.0,8198,2167,7505,6447,5133,2,0.18393888,11580,15010,29450,0.2981223048453363,0.28428246013667424
1639,3957,5596,0,1,17317,15694.0,23355,1041.9,16.62059699,0.781755196,0.196073903,0.022170901,0.487124711,0.512875289,43,7774.0,0.45,20.6,11.9,5093,1314,4812,3570,2531,2,0.218244804,6101,9624,17320,0.3231506611999769,0.29288777698355967
1041,1660,2701,0,1,12179,9524.0,25590,240.3,50.68248023,0.66891727,0.276742862,0.054339868,0.66468722,0.33531278,20,3152.0,0.31,20.1,3.7,2924,1022,5441,2037,869,2,0.33108273,2906,10882,12293,0.22177518679694555,0.38541281007034434
41934,80732,122666,0,1,403302,17813.0,26260,1105.9,364.6821593,0.844500135,0.099149966,0.056349899,0.484062165,0.515937835,257,72272.0,0.19,15.4,6.2,84896,34187,108619,82325,92192,1,0.15549986500000001,174517,217238,402219,0.3041542070210413,0.34185511877781943
2132,4053,6185,0,1,16665,15988.0,27620,606.7,27.46827097,0.841956952,0.141495293,0.016547755,0.491156544,0.508843456,25,3764.0,0.27,15.4,4.6,4986,1194,5094,3502,1903,2,0.158043048,5405,10188,16679,0.37113711371137115,0.34470493128536783
3566,7522,11088,0,1,32674,14418.0,23332,1057.7,30.89155715,0.8870054770000001,0.08086772900000001,0.03212679400000001,0.504696631,0.495303369,79,8954.0,0.32,18.7,5.0,8020,2428,9117,7844,5274,2,0.112994523,13118,18234,32683,0.33935239027973313,0.3216089466089466
1781,4132,5913,0,1,17945,13662.0,20842,579.9,30.94499052,0.806000112,0.158423019,0.035576869,0.483968103,0.516031897,47,6494.0,0.38,21.2,6.6,4843,1387,4593,4035,3075,2,0.193999888,7110,9186,17933,0.3295068264140429,0.30120074412311854
3035,2600,5635,1,2,47985,12242.0,25618,1070.9,44.80810533,0.679219724,0.234624763,0.086155513,0.579314509,0.420685491,85,20524.0,0.43,20.8,6.4,11382,5539,17172,7692,6200,2,0.320780276,13892,34344,47985,0.1174325309992706,0.5385980479148181
820,857,1677,0,2,14470,13923.0,30561,1500.7,9.642166989,0.642689331,0.021213378,0.336097291,0.494350677,0.505649323,23,6486.0,0.45,16.4,4.4,5042,1240,4243,2547,1398,2,0.357310669,3945,8486,14470,0.11589495507947478,0.48896839594514013
4873,4831,9704,1,2,70878,15432.0,25961,801.6,88.42065868,0.752342458,0.15622041,0.091437132,0.484617366,0.515382634,117,33224.0,0.48,18.5,7.1,20625,6978,20595,13373,9307,2,0.247657542,22680,41190,70878,0.13691131239594798,0.502164056059357
1843,677,2520,1,2,18445,15448.0,23388,252.0,73.19444444,0.738643773,0.018148229,0.243207998,0.49564051,0.50435949,21,3475.0,0.19,22.4,3.6,4670,1335,4769,4217,3454,2,0.261356227,7671,9538,18445,0.1366223908918406,0.7313492063492063
986,487,1473,1,2,7780,15751.0,29048,909.8,8.551329963,0.9686492060313507,0.00206424999793575,0.029286543970713456,0.499310172,0.500689828,20,3536.0,0.44,11.1,3.8,2195,534,2258,1651,1142,1,0.031350794,2793,4516,7780,0.18933161953727506,0.6693822131704006
275,243,518,1,2,1943,16863.0,27678,913.7,2.126518551,0.964487905,0.0,0.035512095,0.483918852,0.516081148,7,1189.0,0.59,10.1,3.2,540,104,476,389,434,2,0.035512095,823,952,1943,0.26659804426145134,0.5308880308880309
1874,955,2829,1,2,31257,11919.0,23781,1232.2,25.36682357,0.458732096,0.005234761,0.536033143,0.494939901,0.505060099,50,6218.0,0.2,25.3,7.0,10409,2781,8945,5512,3610,2,0.541267904,9122,17890,31257,0.09050772626931568,0.6624248851184164
1665,635,2300,1,2,20274,16499.0,29051,652.6,31.06650322,0.75971592,0.1314855,0.10879858,0.488049617,0.511950383,40,7306.0,0.37,14.6,3.4,5494,1620,5668,3939,3553,2,0.24028408,7492,11336,20274,0.11344579264082076,0.7239130434782609
568,507,1075,1,2,6929,16272.0,24615,826.7,8.381516874,0.584066965,0.0178958,0.398037235,0.495328426,0.504671574,18,3331.0,0.47,23.2,4.6,2227,564,1863,1311,964,2,0.415933035,2275,3726,6929,0.15514504257468612,0.5283720930232558
1251,626,1877,1,2,10821,16821.0,27766,791.8,13.66632988,0.873850441,0.002136554,0.124013005,0.496686234,0.503313766,18,2497.0,0.24,12.3,2.1,2569,567,2951,2743,1991,2,0.126149559,4734,5902,10821,0.17345901487847704,0.6664890783164624
3999,1614,5613,1,2,38570,14024.0,27615,888.5,43.41024198,0.692479195,0.120576569,0.186944236,0.507435381,0.492564619,65,10605.0,0.28,16.5,4.2,11192,2858,12511,7155,4854,1,0.307520805,12009,25022,38570,0.14552761213378274,0.7124532335649385
556,377,933,1,2,4259,15409.0,20288,870.8,4.890904915,0.8725352118725351,0.04295774604295774,0.08450704208450704,0.472519954,0.527480046,12,3000.0,0.68,19.7,6.2,955,275,997,901,1131,2,0.127464788,2032,1994,4259,0.21906550833528998,0.5959271168274384
1361,835,2196,1,2,25190,12119.0,23293,880.2,28.6184958,0.438956605,0.02969786,0.531345535,0.494648896,0.505351104,44,5415.0,0.22,28.2,7.2,7942,2704,7316,4264,2964,2,0.561043395,7228,14632,25190,0.08717745136959111,0.6197632058287796
10641,6184,16825,1,2,189471,14430.0,26504,1059.0,178.9150142,0.648904377,0.191731348,0.159364275,0.509419744,0.490580256,172,62108.0,0.33,15.8,6.6,55384,27433,61644,27766,17244,1,0.35109562299999997,45010,123288,189471,0.08879986910925683,0.6324517087667162
75227,28909,104136,1,2,1206243,16617.0,26519,1246.9,967.393536,0.412308501,0.072571074,0.515120425,0.485121403,0.514878597,628,216265.0,0.18,22.7,6.7,353009,137916,390850,202133,122335,1,0.587691499,324468,781700,1206243,0.08633086368169597,0.722391872167166
773,381,1154,1,2,6259,16800.0,24533,711.3,8.799381414,0.837060703,0.012300319,0.150638978,0.477059612,0.522940388,17,2255.0,0.38,12.4,2.9,1546,406,1586,1248,1473,2,0.162939297,2721,3172,6259,0.1843745007189647,0.669844020797227
126,96,222,1,2,757,17181.0,36435,898.9,0.842140394,0.828269485,0.002642008,0.169088507,0.513141427,0.486858573,2,167.0,0.21,6.8,5.1,216,42,194,194,111,2,0.171730515,305,388,757,0.29326287978863935,0.5675675675675675
1649,1240,2889,1,2,15385,14442.0,23423,989.3,15.55139998,0.8722283630000001,0.023928734000000004,0.10384290300000001,0.48277686,0.51722314,55,8993.0,0.59,17.2,8.2,3742,1051,3652,3077,3863,2,0.127771637,6940,7304,15385,0.1877803054923627,0.570785739010038
5899,5027,10926,1,2,82120,16139.0,28179,887.9,92.48789278,0.756547728,0.219481549,0.023970723,0.483401702,0.516598298,124,41528.0,0.51,17.7,8.4,22562,7133,24692,15664,12069,1,0.243452272,27733,49384,82120,0.13304919629810033,0.5399048142046494
13242,7122,20364,1,2,199033,17497.0,38369,1386.9,143.5092653,0.724176671,0.084300202,0.191523127,0.519490681,0.480509319,175,63564.0,0.33,12.3,4.7,59202,18224,70389,35486,15732,1,0.275823329,51218,140778,199033,0.10231469153356479,0.6502651738361815
7072,5400,12472,1,2,122872,13383.0,27583,585.8,209.7507682,0.708094203,0.115051164,0.176854633,0.51439333,0.48560667,94,33095.0,0.27,19.9,3.4,26865,38866,34872,14058,8211,1,0.291905797,22269,69744,122872,0.10150400416693796,0.5670301475304682
915,321,1236,1,2,8458,13172.0,21338,6193.0,1.365735508,0.548954766,0.010275186,0.440770048,0.504665361,0.495334639,21,1813.0,0.21,21.8,3.2,1997,1298,2326,1594,1243,2,0.451045234,2837,4652,8458,0.1461338377867108,0.7402912621359223
285,215,500,1,2,1870,16221.0,21681,900.3,2.077085416,0.765900588,0.038482095,0.195617317,0.495687468,0.504312532,9,1132.0,0.57,20.7,2.4,522,102,445,406,395,2,0.234099412,801,890,1870,0.26737967914438504,0.57
455,143,598,1,2,8092,10018.0,15431,943.3,8.578394996,0.104658347,0.001112072,0.894229581,0.484519746,0.515480254,15,1021.0,0.12,38.2,9.9,2674,739,2131,1482,1066,2,0.895341653,2548,4262,8092,0.07390014829461196,0.7608695652173914
2458,2801,5259,0,2,34527,13701.0,23186,944.0,36.57521186,0.835975769,0.045737805,0.118286426,0.484681854,0.515318146,68,17937.0,0.52,19.4,8.0,9323,3366,9157,6616,6065,2,0.164024231,12681,18314,34527,0.1523155791119993,0.4673892374976231
1336,709,2045,1,2,13686,13618.0,23456,665.6,20.56189904,0.698933372,0.180961426,0.120105202,0.487633028,0.512366972,33,5365.0,0.39,18.6,4.4,3761,1083,3688,2753,2401,2,0.301066628,5154,7376,13686,0.14942276779190414,0.6533007334963326
3498,1849,5347,1,2,22810,16726.0,25601,995.3,22.91771325,0.8700399,0.014469242,0.115490858,0.482471226,0.517528774,49,9141.0,0.4,16.9,5.2,5696,1435,5814,4901,4964,2,0.1299601,9865,11628,22810,0.23441473038141167,0.6541986160463812
1901,1104,3005,1,2,26676,12362.0,23750,545.8,48.8750458,0.508489823,0.108437348,0.383072829,0.502197636,0.497802364,47,7367.0,0.28,22.7,5.1,8002,3085,7444,4426,3719,1,0.491510177,8145,14888,26676,0.11264807317438896,0.63261231281198
1503,911,2414,1,2,19414,14522.0,27090,512.4,37.88836846,0.571369701,0.030031422,0.398598877,0.495407547,0.504592453,35,6390.0,0.34,17.8,6.2,5749,1668,5659,4131,2207,2,0.428630299,6338,11318,19414,0.1243432574430823,0.6226180613090306
1051,1052,2103,0,2,11811,13474.0,24320,898.7,13.14231668,0.950558754,0.000761937,0.048679309,0.48351463,0.51648537,27,6082.0,0.51,16.5,4.8,3277,725,3222,2539,2048,2,0.049441245999999994,4587,6444,11811,0.17805435610871223,0.4997622444127437
15432,4392,19824,1,2,269151,10156.0,19397,905.6,297.2073763,0.17161157082838843,0.0037188949962811053,0.8246695341753305,0.479321083,0.520678917,195,26234.0,0.1,38.5,14.7,95023,29693,74119,41729,28587,1,0.82838843,70316,148238,269151,0.07365382257543164,0.7784503631961259
728,803,1531,0,2,10003,16350.0,22226,197.5,50.64810127,0.707558488,0.24185163,0.050589882,0.479907108,0.520092892,32,5956.0,0.6,21.3,9.5,2668,831,2681,2038,1785,2,0.292441512,3823,5362,10003,0.15305408377486754,0.47550620509470937
873,589,1462,1,2,6522,17077.0,32051,923.2,7.064558059,0.932525686,0.004140469,0.063333845,0.485097324,0.514902676,19,4006.0,0.61,8.0,4.1,1980,400,1831,1335,976,2,0.067474314,2311,3662,6522,0.224164366758663,0.5971272229822161
2183,2488,4671,0,2,30142,13600.0,22653,937.5,32.15146667,0.779948910779949,0.20392794320392796,0.01612314601612315,0.479754519,0.520245481,75,16398.0,0.55,20.5,10.4,8321,2362,8119,6158,5182,2,0.220051089,11340,16238,30142,0.15496649193815937,0.4673517448083922
658,573,1231,1,2,8799,20985.0,25504,898.4,9.794078362,0.49965909050034085,0.032045454967954544,0.4682954545317045,0.496582139,0.503417861,19,3717.0,0.41,26.3,5.0,3217,749,2357,1574,902,2,0.50034091,2476,4714,8799,0.1399022616206387,0.5345247766043867
1494,867,2361,1,2,20278,16259.0,35621,599.4,33.83049716,0.803629549,0.127576684,0.068793767,0.502837515,0.497162485,30,7470.0,0.37,12.3,4.5,6092,1733,6610,3898,1945,1,0.196370451,5843,13220,20278,0.11643160074958082,0.6327827191867853
2904,2594,5498,1,2,40709,14053.0,22121,1052.3,38.68573601,0.7565815327565815,0.17256876217256875,0.0708497050708497,0.491705035,0.508294965,98,19230.0,0.47,22.8,6.6,10766,3738,11090,8013,7102,2,0.24341846699999997,15115,22180,40709,0.13505613009408238,0.5281920698435795
545,525,1070,1,2,5947,13575.0,21400,710.4,8.37134009,0.7929352392070648,0.054835996945163994,0.1522287638477712,0.464975643,0.535024357,17,4377.0,0.74,22.7,5.4,1589,392,1436,1236,1294,2,0.20706476099999999,2530,2872,5947,0.1799226500756684,0.5093457943925234
1189,801,1990,1,2,9769,14905.0,27289,1097.9,8.897895983,0.960081883,0.00419652,0.035721597,0.486831604,0.513168396,30,5959.0,0.59,11.8,4.0,2584,596,2682,2228,1679,2,0.039918117,3907,5364,9769,0.2037055993448664,0.5974874371859297
319,387,706,0,2,4165,16411.0,23164,775.2,5.372807018,0.51332533,0.056902761,0.429771909,0.495544894,0.504455106,14,2761.0,0.63,28.6,4.4,1381,366,1083,800,535,2,0.48667467000000003,1335,2166,4165,0.1695078031212485,0.4518413597733711
319,381,700,0,2,3387,14290.0,23658,898.9,3.767938592,0.8635961021364038,0.005314437994685562,0.13108945986891052,0.477219626,0.522780374,15,2297.0,0.67,15.9,2.3,795,174,779,786,853,2,0.136403898,1639,1558,3387,0.20667257159728372,0.45571428571428574
917,909,1826,1,2,9415,12842.0,18557,1272.9,7.39649619,0.8487198551512802,0.02762137497237863,0.12365876987634125,0.473944387,0.526055613,48,4662.0,0.48,23.4,7.2,2278,589,2184,1900,2464,2,0.151280145,4364,4368,9415,0.1939458311205523,0.5021905805038335
19272,10589,29861,1,2,278152,24464.0,55643,847.7,328.1255161,0.8546114340000001,0.04224450500000001,0.10314406100000001,0.497231438,0.502768562,212,65969.0,0.25,6.3,4.7,81526,24317,110690,47057,14562,1,0.145388566,61619,221380,278152,0.10735497138255343,0.6453903084290546
271,336,607,0,2,3504,14156.0,20517,918.8,3.813670004,0.76520994,0.066838046,0.167952014,0.481108312,0.518891688,11,2144.0,0.6,24.4,4.5,951,239,852,641,821,2,0.23479006000000002,1462,1704,3504,0.17323059360730594,0.4464579901153213
1515,616,2131,1,2,18258,16237.0,23834,963.0,18.95950156,0.6729094796729095,0.17244400617244404,0.15464651415464653,0.479083936,0.520916064,44,5890.0,0.32,19.3,2.9,4891,1233,4717,3744,3673,2,0.32709052000000005,7417,9434,18258,0.11671596012706759,0.7109338338808071
5215,2600,7815,1,2,53248,19002.0,32219,561.5,94.8317008,0.752404749,0.008754791,0.23884046,0.48730514,0.51269486,48,13752.0,0.27,12.3,5.6,13659,4067,15450,11284,8788,1,0.24759525100000002,20072,30900,53248,0.14676607572115385,0.6673064619321817
1110,1152,2262,0,2,13289,14501.0,20343,937.8,14.17039881,0.827150275,0.002558507,0.170291218,0.489425305,0.510574695,53,6669.0,0.5,20.7,4.6,3162,958,3129,2922,3118,2,0.17284972499999998,6040,6258,13289,0.17021596809391226,0.4907161803713528
369,159,528,1,2,3054,11904.0,20267,991.5,3.080181543,0.596985583,0.004259502,0.398754915,0.54303548,0.45696452,19,1176.0,0.39,22.6,2.4,713,261,927,574,579,2,0.403014417,1153,1854,3054,0.17288801571709234,0.6988636363636364
2811,1862,4673,1,2,30649,15085.0,27592,873.8,35.07553216,0.903610521,0.038849861,0.057539618,0.489748838,0.510251162,58,11714.0,0.38,16.5,5.8,8711,2460,8667,5831,4980,2,0.096389479,10811,17334,30649,0.15246826976410324,0.6015407661031458
3123,1563,4686,1,2,61611,9905.0,28696,1051.9,58.57115695,0.662555581,0.213397812,0.124046607,0.564200396,0.435799604,71,21604.0,0.34,13.9,6.9,16754,12897,21424,6905,3631,1,0.337444419,10536,42848,61611,0.0760578468130691,0.6664532650448144
